,,Timothy M. Kaine,Hung Cao,Write-Ins,Total Votes Cast
,,Democratic,Republican,,
Precinct,004 - 4th,833,1323,0,2156
Precinct,005 - 5th,620,1455,1,2076
Precinct,COLONIAL HEIGHTS CITY PROVISIONALS,103,87,0,190
Locality,Covington City,1025,1418,0,2443
Precinct,101 - Precinct 1-1,172,232,0,404
Precinct,201 - Precinct 2-1,223,243,0,466
Precinct,301 - Precinct 3-1,207,152,0,359
Precinct,401 - Precinct 4-1,217,374,0,591
Precinct,501 - Precinct 5-1,185,379,0,564
Precinct,Provisional,21,38,0,59
Locality,Craig County,671,2415,2,3088
Precinct,101 - Court House,109,455,0,564
Precinct,201 - Ammendale,121,513,2,636
Precinct,301 - Givens & Reynolds Store,113,255,0,368
Precinct,303 - Marshalls Store,59,219,0,278
Precinct,401 - Barbours Creek,77,206,0,283
Precinct,402 - Paint Bank,17,43,0,60
Precinct,403 - Craig Springs,70,225,0,295
Precinct,501 - Craig City,99,464,0,563
Precinct,CRAIG COUNTY PROVISIONALS,6,35,0,41
Locality,Culpeper County,11211,17105,24,28340
Precinct,101 - West Fairfax,1755,1588,4,3347
Precinct,201 - East Fairfax,1585,1170,3,2758
Precinct,302 - Eggbornsville,460,1105,1,1566
Precinct,303 - Cardova,506,950,0,1456
Precinct,304 - Willow Shade,430,440,1,871
Precinct,401 - Eldorado,567,1182,1,1750
Precinct,402 - Browns Store,1085,1878,1,2964
Precinct,501 - Jeffersonton,918,1753,2,2673
Precinct,502 - Rixeyville,699,1598,3,2300
Precinct,601 - Mitchells,107,225,0,332
Precinct,602 - Pearl Sample,1074,1557,2,2633
Precinct,603 - South Ridge,362,373,0,735
Precinct,702 - Brandy Station,1029,1821,1,2851
Precinct,703 - Lignum,299,734,2,1035
Precinct,704 - Richardsville,173,509,2,684
Precinct,Provisional,162,222,1,385
Locality,Cumberland County,2164,3256,5,5425
Precinct,101 - Precinct 1,395,776,0,1171
Precinct,201 - Precinct 2,359,728,4,1091
Precinct,301 - Precinct 3,545,534,0,1079
Precinct,401 - Precinct 4,384,693,1,1078
Precinct,501 - Precinct 5,445,475,0,920
Precinct,CUMBERLAND COUNTY PROVISIONALS,36,50,0,86
Locality,Danville City,10986,6335,33,17354
Precinct,001 - Ward 1,408,117,1,526
Precinct,002 - Ward 2,354,172,1,527
Precinct,003 - Ward 3,710,262,3,975
Precinct,004 - Ward 4,1139,789,5,1933
Precinct,006 - Ward 6,400,92,1,493
Precinct,007 - Ward 7,708,143,1,852
Precinct,008 - Ward 8,593,239,2,834
Precinct,009 - Ward 9,471,334,0,805
Precinct,010 - Ward 10,720,394,2,1116
Precinct,011 - Ward 11,1066,431,4,1501
Precinct,012 - Ward 12,1059,505,3,1567
Precinct,013 - Ward 13,960,435,1,1396
Precinct,014 - Ward 14,190,11,0,201
Precinct,015 - Ward 15,760,591,2,1353
Precinct,016 - Ward 16,733,837,1,1571
Precinct,017 - Ward 17,540,902,3,1445
Precinct,DANVILLE CITY PROVISIONALS,175,81,3,259
Locality,Dickenson County,1929,4884,17,6830
Precinct,101 - South Clintwood,404,963,6,1373
Precinct,201 - Nora,109,344,0,453
Precinct,202 - Frying Pan,48,124,1,173
Precinct,203 - Clinchco,181,423,1,605
Precinct,301 - West Dante,33,160,0,193
